日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,臺大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿中心,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2015/4/11,"4,615 ","12,974 ","24,304 ","59,942 ","19,611 ","13,867 ","10,143 ","4,220 ","2,987 ","11,190 ","2,097 ","3,363 ","7,876 ","9,112 ","13,020 ","8,035 ","9,663 ","4,727 ","8,033 ","2,875 ","7,218 ","7,457 ","1,798 ","23,991 ","2,153 ","11,102 ","10,463 ","14,812 ","17,639 ","15,267 ","9,201 ","42,166 ","21,067 ","32,769 ","27,087 ","4,604 ","35,143 ","24,157 ","23,593 ","19,047 ","15,335 ","181,114 ","41,495 ","20,372 ","20,721 ","24,967 ","37,267 ","31,683 ","21,344 ","10,127 ","27,147 ","6,375 ","6,776 ","15,083 ","8,485 ","3,561 ","1,920 ","10,274 ","9,280 ","6,904 ","39,324 ","13,536 ","6,127 ","17,531 ","15,023 ","28,930 ","39,936 ","38,402 ","20,722 ","26,674 ","86,949 ","15,861 ","29,917 ","40,210 ","22,444 ","59,126 ","17,242 ","16,251 ","11,173 ","9,370 ","7,459 ","29,367 ","12,634 ","7,502 ","4,646 ","23,245 ","19,014 ","14,843 ","15,853 ","12,529 ","9,062 ","4,847 ","2,754 ","3,581 ","9,206 ","8,538 ","12,220 ","13,364 ","21,620 ","23,637 ","10,874 ","10,587 ","11,565 ","10,556 ","11,033 ","7,142 ","8,031 "
2015/4/12,"4,707 ","9,554 ","17,290 ","47,148 ","14,352 ","9,995 ","7,656 ","3,518 ","2,493 ","8,014 ","1,498 ","3,885 ","6,425 ","6,745 ","12,031 ","5,531 ","7,135 ","3,921 ","6,529 ","2,521 ","5,239 ","5,975 ","1,531 ","17,472 ","1,943 ","10,994 ","8,976 ","12,244 ","15,855 ","14,177 ","8,034 ","30,316 ","17,114 ","24,271 ","23,262 ","3,610 ","28,276 ","20,089 ","19,500 ","17,007 ","11,859 ","166,861 ","33,688 ","14,620 ","19,099 ","29,961 ","35,017 ","27,301 ","22,035 ","7,881 ","22,062 ","5,479 ","5,469 ","13,688 ","7,386 ","2,859 ","1,584 ","7,174 ","7,593 ","6,606 ","34,891 ","12,759 ","5,703 ","16,210 ","11,851 ","24,546 ","36,019 ","32,451 ","19,106 ","24,333 ","75,119 ","14,724 ","25,576 ","31,237 ","16,366 ","49,476 ","15,670 ","13,269 ","9,195 ","9,428 ","6,985 ","20,751 ","10,028 ","7,565 ","3,747 ","16,073 ","11,311 ","12,039 ","14,063 ","8,141 ","8,097 ","4,333 ","2,363 ","3,177 ","6,630 ","7,336 ","10,177 ","11,169 ","16,439 ","19,483 ","9,269 ","9,616 ","10,089 ","8,848 ","9,812 ","6,467 ","6,735 "
2015/4/13,"5,288 ","16,102 ","32,681 ","43,996 ","21,078 ","15,082 ","11,568 ","4,048 ","3,246 ","14,509 ","2,418 ","4,475 ","5,522 ","10,109 ","9,220 ","16,397 ","14,020 ","5,691 ","7,821 ","3,198 ","8,119 ","8,258 ","3,511 ","29,165 ","2,013 ","12,129 ","11,169 ","15,709 ","20,127 ","15,675 ","9,007 ","26,170 ","17,695 ","32,990 ","27,487 ","8,270 ","34,098 ","25,771 ","25,733 ","20,953 ","24,835 ","137,401 ","32,229 ","22,049 ","25,974 ","25,418 ","34,460 ","27,177 ","22,988 ","13,580 ","31,540 ","7,685 ","8,801 ","17,310 ","6,487 ","3,532 ","2,846 ","12,444 ","9,830 ","7,763 ","37,791 ","15,935 ","6,834 ","19,960 ","20,055 ","27,517 ","33,278 ","42,342 ","24,358 ","27,956 ","61,145 ","20,827 ","28,267 ","34,556 ","20,437 ","53,564 ","19,942 ","17,775 ","15,165 ","11,511 ","10,138 ","23,169 ","14,395 ","6,553 ","5,813 ","34,554 ","22,215 ","17,622 ","17,727 ","11,836 ","9,986 ","4,813 ","4,257 ","4,021 ","8,807 ","7,903 ","12,880 ","16,187 ","25,520 ","20,549 ","11,625 ","11,918 ","11,235 ","11,585 ","11,098 ","8,377 ","8,320 "
2015/4/14,"5,226 ","16,507 ","33,720 ","44,487 ","23,676 ","15,675 ","12,207 ","4,074 ","3,304 ","15,358 ","2,462 ","4,765 ","7,379 ","10,277 ","9,745 ","16,895 ","15,232 ","5,770 ","8,021 ","3,343 ","8,151 ","8,489 ","3,576 ","29,201 ","2,007 ","12,326 ","11,089 ","15,836 ","20,606 ","15,831 ","8,981 ","27,201 ","18,829 ","33,464 ","28,445 ","8,549 ","34,572 ","26,009 ","25,628 ","21,090 ","24,900 ","132,154 ","33,349 ","21,923 ","26,047 ","25,951 ","35,834 ","30,053 ","23,887 ","13,941 ","31,393 ","7,944 ","9,144 ","18,003 ","6,970 ","3,719 ","2,876 ","13,624 ","10,006 ","8,147 ","38,241 ","15,567 ","6,696 ","20,279 ","20,310 ","27,760 ","33,324 ","42,620 ","24,821 ","27,655 ","60,804 ","21,864 ","30,206 ","35,190 ","21,073 ","52,689 ","20,329 ","17,684 ","15,300 ","11,479 ","10,584 ","23,854 ","15,177 ","6,630 ","6,015 ","35,131 ","22,152 ","18,034 ","17,933 ","12,233 ","10,172 ","4,998 ","4,436 ","4,283 ","8,978 ","8,139 ","12,749 ","16,297 ","26,160 ","21,499 ","11,722 ","11,856 ","11,432 ","11,713 ","11,220 ","8,515 ","8,220 "
2015/4/15,"5,330 ","17,106 ","33,993 ","45,606 ","23,794 ","16,165 ","12,051 ","4,223 ","3,448 ","15,620 ","2,478 ","4,720 ","7,341 ","10,448 ","9,493 ","17,063 ","15,169 ","5,705 ","7,997 ","3,373 ","8,507 ","8,496 ","3,521 ","29,361 ","2,059 ","12,301 ","11,504 ","16,200 ","20,781 ","16,244 ","9,291 ","27,728 ","18,623 ","33,809 ","29,041 ","8,143 ","34,540 ","26,629 ","25,809 ","21,224 ","24,826 ","132,733 ","34,567 ","22,607 ","26,229 ","25,902 ","36,276 ","30,082 ","24,546 ","13,701 ","31,661 ","7,971 ","9,072 ","18,470 ","6,530 ","3,738 ","2,964 ","13,762 ","10,102 ","8,048 ","39,354 ","15,647 ","6,843 ","20,334 ","20,538 ","28,066 ","33,403 ","42,868 ","25,157 ","28,068 ","62,215 ","22,537 ","30,180 ","36,265 ","21,459 ","53,428 ","20,258 ","18,137 ","15,448 ","11,548 ","10,555 ","23,608 ","15,226 ","6,897 ","5,778 ","35,128 ","22,360 ","18,035 ","18,168 ","12,379 ","10,386 ","4,937 ","4,434 ","4,270 ","9,129 ","8,267 ","13,026 ","16,682 ","26,193 ","21,861 ","11,936 ","12,093 ","11,678 ","12,053 ","11,203 ","8,700 ","8,199 "
2015/4/16,"5,502 ","16,593 ","33,575 ","46,112 ","23,525 ","16,085 ","12,159 ","4,048 ","3,390 ","15,209 ","2,405 ","4,526 ","7,291 ","10,337 ","9,630 ","17,118 ","15,205 ","5,678 ","7,930 ","3,413 ","8,555 ","8,273 ","3,606 ","29,411 ","2,189 ","12,369 ","11,176 ","15,913 ","20,680 ","16,041 ","9,093 ","27,680 ","18,805 ","33,351 ","29,003 ","8,152 ","34,715 ","26,270 ","25,714 ","21,133 ","24,300 ","133,258 ","34,359 ","22,833 ","26,556 ","25,755 ","36,270 ","29,801 ","23,451 ","13,705 ","31,332 ","7,832 ","9,011 ","18,264 ","6,430 ","3,682 ","2,800 ","13,831 ","9,882 ","8,020 ","39,466 ","15,471 ","6,667 ","20,237 ","20,437 ","27,709 ","33,171 ","42,201 ","25,009 ","27,429 ","61,406 ","22,728 ","30,435 ","36,287 ","21,234 ","54,681 ","20,254 ","17,714 ","15,305 ","11,629 ","10,848 ","26,421 ","15,192 ","7,042 ","5,842 ","35,481 ","18,367 ","18,064 ","17,833 ","12,220 ","10,159 ","4,993 ","4,343 ","4,258 ","8,922 ","7,947 ","12,980 ","16,026 ","26,008 ","21,880 ","11,726 ","11,817 ","11,599 ","11,733 ","11,232 ","8,516 ","8,255 "
2015/4/17,"6,369 ","17,340 ","34,359 ","51,887 ","24,031 ","16,776 ","12,655 ","4,424 ","3,492 ","16,578 ","2,550 ","4,926 ","8,692 ","11,127 ","10,755 ","18,217 ","15,674 ","6,446 ","8,466 ","3,644 ","8,989 ","8,760 ","3,844 ","35,405 ","2,191 ","13,640 ","12,291 ","17,542 ","21,701 ","17,828 ","9,753 ","31,127 ","20,699 ","35,486 ","31,376 ","8,443 ","35,870 ","27,715 ","27,122 ","21,930 ","24,647 ","159,992 ","38,556 ","22,989 ","27,486 ","30,013 ","40,257 ","32,188 ","25,014 ","13,844 ","33,088 ","8,273 ","9,124 ","19,596 ","6,855 ","3,582 ","2,889 ","14,117 ","10,476 ","8,924 ","44,719 ","16,750 ","7,232 ","21,334 ","20,696 ","29,804 ","37,750 ","44,672 ","26,115 ","29,111 ","69,905 ","22,858 ","32,659 ","40,186 ","24,619 ","61,468 ","21,247 ","18,943 ","16,680 ","12,956 ","11,170 ","30,124 ","16,208 ","7,540 ","6,171 ","36,220 ","19,702 ","19,151 ","19,768 ","12,989 ","10,812 ","5,311 ","4,459 ","4,448 ","9,416 ","8,595 ","14,784 ","16,910 ","27,033 ","24,333 ","12,149 ","12,424 ","12,074 ","12,164 ","11,847 ","9,169 ","9,042 "
2015/4/18,"5,221 ","12,136 ","21,921 ","56,374 ","20,122 ","12,303 ","9,578 ","4,037 ","2,755 ","11,265 ","2,273 ","3,601 ","9,898 ","7,482 ","12,769 ","7,189 ","8,008 ","4,906 ","8,444 ","3,864 ","6,608 ","7,369 ","1,919 ","28,872 ","2,751 ","14,275 ","10,229 ","14,644 ","18,007 ","17,709 ","9,093 ","33,533 ","20,407 ","30,623 ","28,455 ","4,998 ","33,137 ","23,698 ","23,231 ","19,352 ","16,045 ","177,122 ","38,768 ","20,155 ","20,335 ","31,055 ","38,871 ","29,802 ","22,010 ","10,430 ","28,500 ","6,646 ","6,628 ","16,304 ","7,076 ","3,351 ","2,666 ","9,106 ","9,616 ","6,687 ","44,341 ","15,164 ","6,382 ","18,150 ","14,717 ","29,429 ","38,869 ","37,995 ","22,133 ","27,956 ","78,249 ","17,723 ","36,449 ","37,716 ","23,826 ","57,754 ","16,467 ","16,520 ","10,887 ","9,932 ","8,430 ","32,630 ","12,342 ","9,872 ","4,666 ","21,053 ","14,819 ","13,700 ","15,883 ","9,532 ","10,062 ","4,806 ","2,541 ","4,143 ","7,976 ","8,279 ","12,007 ","12,595 ","19,963 ","23,927 ","10,928 ","10,869 ","11,293 ","10,558 ","10,596 ","7,862 ","7,964 "
2015/4/19,"4,643 ","9,182 ","15,901 ","44,239 ","12,548 ","9,026 ","7,137 ","3,291 ","2,461 ","7,771 ","1,752 ","3,061 ","9,050 ","6,034 ","9,812 ","5,068 ","5,995 ","3,585 ","6,168 ","3,500 ","5,315 ","6,122 ","1,477 ","24,871 ","3,352 ","12,535 ","8,700 ","11,859 ","13,405 ","13,831 ","7,455 ","27,674 ","16,308 ","22,993 ","23,295 ","3,479 ","27,134 ","19,809 ","19,220 ","16,204 ","11,638 ","162,937 ","31,286 ","14,420 ","18,921 ","27,628 ","32,446 ","24,122 ","20,954 ","7,955 ","21,686 ","5,346 ","5,430 ","13,376 ","6,757 ","2,990 ","1,694 ","7,282 ","7,934 ","5,562 ","39,570 ","14,268 ","5,707 ","15,286 ","11,391 ","24,239 ","33,825 ","30,680 ","17,828 ","25,104 ","66,793 ","13,288 ","24,910 ","29,008 ","18,074 ","48,461 ","13,028 ","13,396 ","8,832 ","7,904 ","7,845 ","30,768 ","9,250 ","9,078 ","3,723 ","15,490 ","9,831 ","11,104 ","13,201 ","6,650 ","7,986 ","3,530 ","2,023 ","2,988 ","6,680 ","6,819 ","10,553 ","10,652 ","17,121 ","19,287 ","13,138 ","9,710 ","9,028 ","8,607 ","8,989 ","6,456 ","6,501 "
2015/4/20,"5,935 ","15,905 ","32,036 ","43,129 ","21,259 ","15,006 ","11,324 ","4,038 ","3,256 ","14,434 ","2,324 ","4,470 ","4,939 ","9,633 ","8,857 ","16,228 ","14,900 ","5,447 ","7,648 ","3,090 ","7,838 ","8,057 ","3,575 ","28,406 ","2,016 ","11,582 ","11,000 ","15,224 ","20,025 ","15,429 ","8,761 ","25,020 ","17,398 ","32,618 ","26,607 ","8,264 ","33,360 ","24,975 ","25,084 ","20,634 ","23,916 ","133,327 ","32,018 ","22,039 ","25,457 ","25,666 ","32,300 ","27,446 ","22,299 ","13,101 ","29,870 ","7,804 ","8,748 ","16,775 ","6,011 ","3,596 ","2,734 ","12,873 ","9,488 ","7,727 ","35,639 ","15,158 ","6,738 ","19,861 ","19,856 ","26,598 ","31,862 ","40,723 ","24,246 ","27,031 ","57,720 ","20,957 ","29,218 ","33,953 ","20,104 ","53,062 ","19,771 ","17,565 ","14,801 ","11,309 ","9,730 ","26,465 ","14,483 ","6,255 ","5,727 ","34,767 ","17,955 ","17,684 ","16,682 ","11,455 ","9,994 ","4,892 ","4,161 ","3,875 ","8,548 ","7,687 ","12,469 ","15,974 ","25,088 ","21,024 ","11,578 ","11,672 ","11,087 ","11,471 ","10,841 ","8,267 ","8,200 "
2015/4/21,"6,029 ","16,580 ","33,045 ","43,416 ","23,413 ","15,377 ","12,043 ","4,113 ","3,362 ","15,153 ","2,429 ","4,597 ","5,506 ","10,329 ","9,240 ","16,832 ","15,255 ","5,626 ","7,739 ","3,085 ","8,056 ","8,377 ","3,617 ","29,469 ","2,028 ","11,534 ","11,166 ","15,379 ","20,512 ","15,598 ","9,076 ","25,342 ","17,989 ","33,083 ","28,016 ","8,150 ","34,259 ","25,718 ","25,564 ","20,993 ","24,289 ","127,008 ","32,641 ","21,510 ","25,381 ","25,079 ","33,491 ","28,216 ","23,016 ","13,534 ","30,274 ","7,975 ","9,022 ","17,271 ","6,206 ","3,523 ","2,823 ","13,164 ","9,513 ","7,823 ","35,010 ","14,978 ","6,633 ","19,976 ","20,213 ","27,360 ","32,311 ","41,434 ","24,666 ","26,905 ","57,796 ","21,902 ","29,137 ","34,763 ","21,649 ","52,151 ","20,267 ","17,904 ","15,341 ","11,530 ","9,850 ","23,245 ","15,022 ","6,117 ","5,965 ","35,300 ","18,358 ","17,929 ","17,122 ","11,822 ","10,223 ","4,916 ","4,323 ","4,146 ","9,106 ","8,047 ","12,785 ","16,084 ","25,687 ","21,282 ","11,578 ","11,634 ","11,406 ","11,852 ","11,156 ","8,421 ","8,401 "
2015/4/22,"5,495 ","16,429 ","33,122 ","44,750 ","23,989 ","16,085 ","12,039 ","4,134 ","3,447 ","15,245 ","2,500 ","4,654 ","6,434 ","10,347 ","10,303 ","16,772 ","15,432 ","5,625 ","7,972 ","3,406 ","8,192 ","8,493 ","3,634 ","33,259 ","2,044 ","12,083 ","11,638 ","15,899 ","20,937 ","15,507 ","9,118 ","26,458 ","18,499 ","33,383 ","28,273 ","8,276 ","34,199 ","26,315 ","25,723 ","20,431 ","24,722 ","131,062 ","33,444 ","21,892 ","25,554 ","25,149 ","34,494 ","29,048 ","23,907 ","13,588 ","31,368 ","7,966 ","8,857 ","17,856 ","6,153 ","3,670 ","2,828 ","13,581 ","9,893 ","7,721 ","36,668 ","15,504 ","6,783 ","20,016 ","20,447 ","27,628 ","33,877 ","42,302 ","25,252 ","27,430 ","61,738 ","22,805 ","29,805 ","35,452 ","22,997 ","53,817 ","20,284 ","17,770 ","15,383 ","11,717 ","10,481 ","24,391 ","15,364 ","6,592 ","5,795 ","35,090 ","18,282 ","18,105 ","17,256 ","11,827 ","10,365 ","4,812 ","4,359 ","4,149 ","9,001 ","7,969 ","12,770 ","16,351 ","25,447 ","21,596 ","11,590 ","11,792 ","11,491 ","11,748 ","11,244 ","8,537 ","8,267 "
2015/4/23,"5,613 ","16,224 ","33,465 ","45,569 ","23,383 ","15,826 ","11,934 ","4,134 ","3,357 ","15,098 ","2,484 ","4,504 ","6,863 ","10,231 ","10,178 ","17,162 ","14,963 ","5,697 ","7,644 ","3,313 ","8,256 ","8,426 ","3,686 ","32,025 ","2,104 ","12,491 ","11,108 ","15,669 ","20,659 ","15,684 ","8,867 ","27,801 ","18,513 ","33,171 ","28,345 ","8,117 ","34,219 ","25,988 ","25,669 ","21,092 ","23,352 ","132,831 ","34,097 ","22,217 ","25,992 ","25,652 ","35,714 ","29,567 ","23,440 ","13,538 ","30,934 ","7,859 ","8,953 ","17,701 ","6,276 ","3,611 ","2,836 ","13,473 ","9,940 ","7,739 ","37,475 ","15,615 ","6,584 ","20,161 ","20,464 ","27,550 ","33,584 ","41,736 ","24,750 ","27,408 ","61,151 ","22,149 ","29,871 ","36,232 ","22,245 ","55,220 ","20,463 ","17,595 ","15,157 ","11,873 ","10,406 ","26,218 ","14,720 ","6,688 ","5,650 ","35,699 ","18,415 ","17,636 ","17,323 ","12,112 ","10,465 ","4,878 ","4,437 ","4,083 ","8,827 ","7,938 ","12,974 ","16,140 ","25,467 ","21,587 ","11,714 ","11,868 ","11,535 ","11,697 ","11,223 ","8,621 ","8,251 "
2015/4/24,"6,375 ","17,236 ","35,236 ","51,844 ","24,513 ","16,688 ","12,646 ","4,376 ","3,507 ","17,240 ","2,532 ","4,845 ","7,859 ","11,334 ","12,030 ","17,826 ","16,069 ","6,276 ","8,734 ","3,642 ","8,890 ","8,968 ","3,672 ","34,011 ","2,275 ","12,950 ","11,990 ","17,381 ","21,999 ","17,761 ","9,758 ","32,152 ","21,353 ","35,704 ","30,912 ","8,323 ","36,522 ","27,448 ","27,028 ","22,031 ","24,266 ","163,392 ","38,379 ","23,146 ","27,412 ","27,821 ","39,910 ","33,240 ","25,136 ","14,395 ","32,714 ","8,362 ","9,219 ","19,413 ","7,313 ","3,786 ","2,973 ","14,158 ","10,658 ","8,574 ","42,413 ","17,139 ","7,114 ","21,263 ","21,225 ","29,884 ","39,748 ","45,008 ","26,226 ","29,050 ","72,789 ","23,463 ","32,876 ","40,250 ","24,811 ","62,887 ","21,619 ","18,960 ","16,305 ","12,842 ","10,884 ","30,013 ","15,749 ","7,302 ","6,500 ","36,805 ","22,558 ","19,039 ","19,213 ","13,450 ","12,004 ","5,206 ","4,521 ","4,255 ","9,154 ","8,545 ","14,775 ","17,000 ","26,892 ","23,927 ","12,417 ","12,741 ","12,127 ","12,234 ","11,882 ","9,178 ","9,025 "
2015/4/25,"5,017 ","12,489 ","23,797 ","55,982 ","18,216 ","12,216 ","9,925 ","3,989 ","2,797 ","11,543 ","2,298 ","4,960 ","10,970 ","8,807 ","13,253 ","7,083 ","8,086 ","5,401 ","8,619 ","4,122 ","6,905 ","7,583 ","1,775 ","21,786 ","2,256 ","16,992 ","10,531 ","14,583 ","18,137 ","16,431 ","9,397 ","38,719 ","22,850 ","31,626 ","28,790 ","4,831 ","32,985 ","24,304 ","23,478 ","19,606 ","15,283 ","175,668 ","40,208 ","20,645 ","20,508 ","30,674 ","43,023 ","31,344 ","23,125 ","10,998 ","28,152 ","6,992 ","7,932 ","17,197 ","8,704 ","3,630 ","2,147 ","9,718 ","9,837 ","6,934 ","49,531 ","19,111 ","7,346 ","18,832 ","15,307 ","30,103 ","40,057 ","39,219 ","22,828 ","28,972 ","87,594 ","17,330 ","29,764 ","38,923 ","23,605 ","59,373 ","16,613 ","16,677 ","10,795 ","9,346 ","9,747 ","31,487 ","12,608 ","10,791 ","5,173 ","21,613 ","15,889 ","15,089 ","18,852 ","9,800 ","12,240 ","4,598 ","2,356 ","3,673 ","8,251 ","8,733 ","12,043 ","13,414 ","22,088 ","24,449 ","11,440 ","11,772 ","11,493 ","10,505 ","11,194 ","7,784 ","8,320 "
2015/4/26,"4,935 ","10,276 ","17,445 ","45,567 ","14,381 ","10,181 ","7,892 ","3,305 ","2,438 ","8,245 ","1,786 ","3,886 ","10,805 ","7,142 ","11,185 ","5,450 ","6,120 ","4,316 ","6,776 ","4,818 ","5,410 ","6,159 ","1,628 ","17,166 ","2,011 ","14,005 ","8,643 ","12,105 ","14,310 ","13,180 ","7,864 ","29,029 ","17,254 ","24,275 ","23,842 ","4,176 ","27,583 ","20,378 ","19,426 ","16,612 ","11,778 ","165,618 ","32,841 ","14,768 ","18,665 ","30,987 ","35,563 ","25,166 ","21,992 ","8,011 ","22,473 ","5,716 ","6,009 ","14,156 ","7,307 ","2,936 ","1,832 ","7,701 ","8,034 ","6,059 ","44,801 ","19,467 ","6,896 ","16,386 ","12,326 ","25,320 ","37,679 ","32,466 ","19,016 ","26,120 ","73,695 ","14,156 ","23,929 ","29,783 ","18,711 ","51,114 ","13,538 ","13,350 ","8,797 ","8,054 ","8,591 ","28,018 ","10,134 ","10,571 ","4,110 ","15,323 ","14,012 ","11,736 ","15,268 ","7,557 ","8,747 ","3,739 ","2,002 ","2,923 ","6,418 ","7,197 ","10,624 ","10,722 ","16,426 ","20,082 ","9,396 ","9,773 ","9,740 ","9,182 ","9,523 ","6,650 ","6,882 "
2015/4/27,"5,644 ","15,860 ","32,188 ","42,642 ","22,927 ","14,911 ","11,646 ","3,951 ","3,172 ","14,205 ","2,328 ","4,482 ","5,554 ","9,980 ","9,525 ","15,926 ","14,690 ","5,495 ","7,773 ","3,257 ","8,057 ","7,997 ","3,553 ","29,563 ","2,051 ","11,941 ","10,956 ","15,359 ","19,865 ","15,283 ","8,675 ","25,781 ","17,578 ","32,484 ","26,936 ","7,933 ","33,662 ","25,247 ","24,992 ","20,607 ","23,883 ","135,609 ","32,088 ","22,230 ","25,323 ","24,633 ","33,400 ","27,274 ","22,286 ","13,230 ","30,240 ","7,559 ","8,751 ","16,841 ","5,917 ","3,584 ","2,815 ","12,869 ","9,605 ","7,810 ","36,317 ","16,576 ","6,896 ","19,975 ","19,780 ","27,363 ","34,193 ","40,945 ","24,444 ","27,208 ","60,160 ","20,420 ","28,722 ","34,056 ","20,161 ","52,215 ","19,227 ","17,347 ","14,984 ","11,382 ","10,386 ","24,354 ","14,423 ","6,526 ","5,887 ","34,331 ","17,720 ","17,679 ","16,832 ","11,757 ","10,370 ","4,745 ","4,135 ","3,937 ","8,660 ","7,787 ","12,569 ","15,911 ","25,559 ","20,632 ","11,558 ","11,688 ","11,024 ","11,341 ","10,939 ","8,305 ","8,054 "
2015/4/28,"5,838 ","16,359 ","34,164 ","43,943 ","22,911 ","15,457 ","11,843 ","4,092 ","3,280 ","15,157 ","2,415 ","4,536 ","7,239 ","10,234 ","9,601 ","17,015 ","15,254 ","5,647 ","7,822 ","3,188 ","8,158 ","8,242 ","3,711 ","33,038 ","2,040 ","11,868 ","11,292 ","15,733 ","20,463 ","15,728 ","8,930 ","26,352 ","18,489 ","32,963 ","28,166 ","8,244 ","33,674 ","25,665 ","25,314 ","20,622 ","25,022 ","132,187 ","33,473 ","21,797 ","25,384 ","25,598 ","34,711 ","28,750 ","23,330 ","13,592 ","30,580 ","7,731 ","9,093 ","17,309 ","6,183 ","3,621 ","2,795 ","13,121 ","9,689 ","7,980 ","35,895 ","15,962 ","6,660 ","19,934 ","20,263 ","27,879 ","33,655 ","41,645 ","24,347 ","26,638 ","60,124 ","21,617 ","29,356 ","35,260 ","20,638 ","53,011 ","20,087 ","17,389 ","15,245 ","11,823 ","10,348 ","24,330 ","14,846 ","6,544 ","6,004 ","34,804 ","22,519 ","18,194 ","17,575 ","12,340 ","10,663 ","4,917 ","4,365 ","4,073 ","8,972 ","7,935 ","12,760 ","16,468 ","25,195 ","21,446 ","11,644 ","11,805 ","11,264 ","11,650 ","10,951 ","8,509 ","8,194 "
2015/4/29,"5,733 ","16,634 ","34,242 ","46,219 ","23,192 ","15,939 ","12,032 ","4,086 ","3,391 ","14,987 ","2,413 ","4,666 ","6,995 ","10,547 ","9,828 ","17,028 ","15,202 ","5,716 ","8,059 ","3,393 ","8,364 ","8,362 ","3,769 ","33,844 ","2,005 ","11,985 ","11,466 ","15,801 ","20,989 ","15,899 ","9,112 ","27,461 ","18,873 ","33,492 ","28,729 ","8,303 ","34,257 ","26,111 ","25,388 ","20,823 ","24,812 ","133,484 ","35,006 ","22,607 ","25,709 ","25,975 ","35,696 ","29,854 ","24,342 ","13,517 ","31,381 ","7,824 ","8,987 ","17,897 ","6,247 ","3,734 ","2,852 ","13,365 ","9,928 ","7,970 ","37,349 ","16,220 ","6,740 ","19,974 ","20,307 ","27,736 ","34,194 ","42,360 ","25,046 ","27,461 ","61,800 ","22,937 ","31,513 ","36,884 ","21,508 ","53,707 ","20,334 ","17,824 ","15,340 ","11,790 ","10,473 ","25,004 ","15,385 ","7,182 ","5,917 ","35,686 ","18,640 ","18,244 ","17,794 ","12,645 ","10,558 ","4,955 ","4,448 ","4,077 ","8,828 ","7,951 ","12,670 ","16,738 ","26,274 ","22,277 ","11,696 ","11,950 ","11,330 ","11,807 ","11,070 ","8,579 ","8,274 "
2015/4/30,"6,301 ","17,324 ","35,505 ","51,385 ","23,705 ","16,005 ","12,609 ","4,127 ","3,455 ","14,912 ","2,512 ","4,639 ","7,488 ","10,723 ","10,559 ","17,585 ","15,481 ","5,732 ","8,070 ","3,407 ","8,399 ","8,669 ","3,778 ","33,456 ","2,351 ","12,680 ","11,424 ","16,781 ","21,411 ","16,573 ","9,277 ","28,845 ","19,801 ","34,330 ","29,732 ","8,449 ","35,163 ","26,655 ","26,253 ","21,303 ","24,452 ","145,061 ","37,615 ","22,827 ","27,223 ","26,730 ","38,530 ","31,619 ","24,870 ","13,755 ","31,509 ","8,110 ","9,125 ","18,256 ","6,669 ","3,688 ","2,848 ","13,513 ","9,996 ","8,288 ","40,282 ","16,553 ","6,747 ","20,199 ","20,656 ","28,521 ","35,825 ","43,665 ","25,872 ","28,347 ","65,954 ","23,020 ","32,289 ","39,218 ","22,243 ","58,083 ","20,936 ","18,495 ","15,757 ","12,171 ","10,741 ","30,915 ","15,591 ","7,041 ","6,018 ","36,324 ","18,781 ","18,611 ","18,661 ","12,741 ","10,397 ","5,013 ","4,487 ","4,271 ","8,950 ","8,256 ","13,713 ","16,592 ","26,913 ","23,596 ","11,911 ","12,175 ","11,779 ","11,935 ","11,278 ","8,725 ","8,517 "
