日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,臺大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿中心,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2015/4/11,"4,259 ","12,505 ","25,460 ","59,758 ","20,608 ","13,708 ","9,935 ","4,109 ","2,897 ","11,283 ","1,695 ","4,727 ","6,595 ","8,870 ","13,279 ","8,053 ","9,567 ","4,528 ","7,886 ","2,791 ","6,706 ","7,577 ","1,847 ","22,709 ","2,444 ","10,415 ","10,676 ","13,700 ","17,220 ","14,749 ","8,879 ","39,622 ","21,311 ","32,167 ","27,425 ","4,969 ","35,389 ","24,135 ","22,746 ","18,886 ","16,820 ","182,011 ","43,419 ","21,643 ","19,548 ","24,691 ","35,830 ","31,325 ","21,961 ","9,731 ","28,101 ","5,781 ","5,450 ","15,894 ","8,380 ","3,531 ","1,883 ","9,694 ","9,241 ","6,767 ","37,882 ","13,663 ","6,028 ","17,386 ","12,950 ","28,312 ","42,752 ","34,813 ","21,340 ","25,397 ","90,725 ","16,348 ","29,058 ","43,819 ","24,873 ","60,426 ","16,848 ","16,559 ","11,143 ","9,160 ","6,805 ","30,123 ","13,278 ","7,555 ","4,956 ","23,994 ","20,338 ","15,572 ","15,433 ","12,407 ","9,976 ","4,502 ","2,637 ","3,599 ","8,968 ","8,799 ","9,824 ","13,476 ","22,606 ","23,964 ","10,250 ","10,438 ","11,939 ","10,208 ","11,008 ","7,044 ","7,108 "
2015/4/12,"4,452 ","9,526 ","17,260 ","46,278 ","14,596 ","10,061 ","7,853 ","3,549 ","2,296 ","9,495 ","1,306 ","3,825 ","7,007 ","7,346 ","12,413 ","5,906 ","7,167 ","4,111 ","6,465 ","2,480 ","5,282 ","6,268 ","1,514 ","16,265 ","2,055 ","10,247 ","9,505 ","11,676 ","15,641 ","14,136 ","7,688 ","30,513 ","18,059 ","24,072 ","22,327 ","3,886 ","28,368 ","20,229 ","18,841 ","16,904 ","12,247 ","166,554 ","34,597 ","15,405 ","17,512 ","29,002 ","33,231 ","27,987 ","23,384 ","7,563 ","23,546 ","4,981 ","4,439 ","14,893 ","7,628 ","2,894 ","1,573 ","8,019 ","7,702 ","6,666 ","36,152 ","12,683 ","5,443 ","15,767 ","10,594 ","23,574 ","37,296 ","29,936 ","19,091 ","23,028 ","76,167 ","15,206 ","24,800 ","32,715 ","18,138 ","49,017 ","15,366 ","13,851 ","9,586 ","9,148 ","5,887 ","21,182 ","10,468 ","7,720 ","3,738 ","16,915 ","12,183 ","12,611 ","13,223 ","9,484 ","8,477 ","4,256 ","2,319 ","3,130 ","6,448 ","7,497 ","7,497 ","11,161 ","17,037 ","19,566 ","8,560 ","9,110 ","10,331 ","8,449 ","9,689 ","6,448 ","6,092 "
2015/4/13,"5,336 ","15,476 ","34,276 ","44,310 ","21,432 ","14,812 ","11,322 ","3,605 ","3,114 ","15,533 ","1,957 ","4,519 ","5,709 ","10,660 ","9,212 ","17,431 ","13,934 ","5,406 ","7,792 ","3,028 ","8,496 ","8,370 ","3,376 ","27,859 ","2,062 ","10,347 ","11,795 ","15,190 ","19,882 ","16,108 ","8,474 ","26,120 ","17,972 ","33,088 ","26,957 ","8,698 ","35,364 ","25,565 ","25,417 ","20,208 ","26,296 ","133,206 ","32,833 ","23,542 ","24,548 ","24,919 ","33,985 ","27,524 ","22,962 ","13,022 ","33,400 ","7,102 ","7,210 ","19,067 ","5,777 ","3,478 ","3,029 ","13,561 ","10,268 ","7,955 ","39,235 ","15,354 ","6,682 ","19,939 ","17,841 ","26,145 ","36,112 ","39,552 ","24,642 ","26,504 ","60,990 ","22,497 ","27,585 ","36,668 ","21,673 ","54,254 ","19,829 ","17,618 ","15,974 ","10,399 ","8,705 ","23,444 ","15,161 ","6,395 ","5,897 ","35,736 ","23,382 ","18,218 ","16,866 ","13,231 ","10,745 ","4,163 ","3,998 ","3,908 ","8,417 ","8,160 ","11,199 ","15,940 ","27,188 ","21,086 ","10,635 ","12,065 ","11,572 ","11,182 ","11,067 ","8,011 ","7,425 "
2015/4/14,"5,079 ","15,807 ","35,373 ","45,156 ","23,551 ","15,370 ","11,818 ","3,768 ","3,117 ","16,269 ","1,987 ","4,819 ","7,461 ","10,653 ","9,635 ","17,850 ","15,096 ","5,579 ","7,909 ","3,176 ","8,371 ","8,779 ","3,464 ","28,165 ","2,141 ","10,880 ","11,906 ","15,242 ","20,521 ","16,112 ","8,417 ","26,544 ","18,782 ","33,114 ","27,768 ","9,100 ","35,987 ","26,044 ","25,479 ","20,331 ","26,327 ","131,368 ","34,250 ","23,589 ","24,787 ","26,060 ","35,250 ","29,936 ","23,665 ","13,286 ","32,640 ","7,299 ","7,606 ","19,679 ","6,237 ","3,638 ","3,138 ","14,334 ","10,397 ","8,043 ","37,643 ","15,628 ","6,624 ","20,610 ","18,224 ","26,387 ","36,340 ","39,672 ","25,219 ","26,085 ","60,524 ","23,481 ","29,116 ","37,369 ","22,313 ","53,448 ","20,193 ","17,729 ","16,208 ","10,500 ","9,038 ","23,642 ","15,467 ","6,352 ","5,927 ","36,462 ","23,307 ","18,708 ","16,979 ","13,323 ","11,133 ","4,350 ","4,337 ","3,999 ","8,637 ","8,434 ","11,307 ","16,233 ","27,693 ","22,086 ","10,841 ","12,173 ","11,909 ","11,420 ","11,285 ","8,102 ","7,285 "
2015/4/15,"5,184 ","16,366 ","35,934 ","46,361 ","23,821 ","15,810 ","11,702 ","3,699 ","3,175 ","16,364 ","2,105 ","4,651 ","7,430 ","10,634 ","9,318 ","18,171 ","15,292 ","5,572 ","7,954 ","3,202 ","8,551 ","8,693 ","3,376 ","28,430 ","2,171 ","10,891 ","12,139 ","15,484 ","20,084 ","16,449 ","8,753 ","27,143 ","18,549 ","33,643 ","28,623 ","8,762 ","35,830 ","26,547 ","25,516 ","20,574 ","26,420 ","131,017 ","35,141 ","23,991 ","25,231 ","25,888 ","35,526 ","29,894 ","24,633 ","12,977 ","33,255 ","7,410 ","7,435 ","20,008 ","5,837 ","3,739 ","3,096 ","14,399 ","10,564 ","7,907 ","38,391 ","16,000 ","6,846 ","20,430 ","18,151 ","26,695 ","36,597 ","39,992 ","25,740 ","26,510 ","62,307 ","24,307 ","29,109 ","38,807 ","22,743 ","54,145 ","20,374 ","18,018 ","16,305 ","10,557 ","9,096 ","24,084 ","15,883 ","6,502 ","5,872 ","36,409 ","23,725 ","18,884 ","17,093 ","13,303 ","11,352 ","4,254 ","4,252 ","4,185 ","8,604 ","8,501 ","11,544 ","16,619 ","27,966 ","22,307 ","11,134 ","12,317 ","12,008 ","11,485 ","11,332 ","8,191 ","7,408 "
2015/4/16,"5,252 ","15,946 ","35,557 ","46,576 ","23,728 ","15,762 ","11,796 ","3,634 ","3,126 ","16,143 ","1,912 ","4,556 ","7,259 ","10,532 ","9,575 ","18,247 ","15,182 ","5,554 ","7,747 ","3,296 ","8,500 ","8,729 ","3,446 ","28,220 ","2,358 ","10,851 ","11,716 ","15,292 ","20,378 ","15,979 ","8,590 ","26,811 ","18,771 ","33,102 ","28,568 ","8,641 ","35,886 ","26,265 ","25,502 ","20,347 ","25,782 ","133,990 ","35,014 ","24,695 ","25,150 ","25,878 ","35,475 ","29,840 ","23,481 ","12,828 ","32,577 ","7,388 ","7,557 ","19,802 ","5,822 ","3,660 ","3,015 ","14,396 ","10,227 ","7,930 ","38,209 ","15,791 ","6,540 ","20,467 ","18,102 ","26,362 ","36,711 ","39,310 ","25,347 ","26,112 ","61,462 ","23,904 ","29,475 ","38,371 ","22,500 ","55,587 ","19,955 ","17,895 ","16,215 ","10,577 ","9,492 ","26,738 ","15,911 ","6,521 ","5,772 ","37,233 ","19,062 ","18,760 ","16,804 ","13,186 ","10,994 ","4,373 ","4,147 ","4,078 ","8,412 ","8,129 ","11,329 ","16,086 ","27,341 ","22,555 ","10,962 ","11,943 ","11,839 ","11,313 ","11,260 ","8,080 ","7,355 "
2015/4/17,"6,024 ","16,994 ","36,984 ","53,399 ","24,501 ","16,510 ","12,227 ","3,927 ","3,251 ","16,245 ","2,063 ","4,799 ","7,908 ","10,338 ","10,758 ","18,833 ","15,446 ","6,093 ","8,451 ","3,389 ","8,661 ","9,234 ","3,734 ","34,519 ","2,390 ","12,276 ","12,695 ","16,300 ","21,175 ","17,371 ","9,140 ","29,176 ","20,546 ","35,216 ","30,777 ","8,888 ","37,290 ","27,498 ","26,649 ","21,466 ","26,663 ","168,332 ","40,103 ","25,241 ","25,900 ","30,040 ","39,199 ","31,473 ","24,909 ","13,138 ","33,716 ","7,592 ","7,569 ","20,466 ","5,962 ","3,622 ","3,119 ","13,820 ","10,876 ","7,989 ","38,936 ","17,013 ","7,218 ","21,556 ","18,178 ","28,979 ","40,640 ","41,250 ","26,565 ","27,500 ","71,945 ","24,542 ","31,723 ","43,827 ","26,527 ","63,640 ","20,994 ","19,016 ","16,984 ","11,682 ","9,744 ","30,598 ","17,042 ","7,291 ","6,341 ","38,787 ","20,262 ","20,148 ","18,945 ","13,288 ","11,808 ","4,620 ","4,269 ","4,264 ","8,804 ","9,055 ","11,676 ","16,981 ","28,824 ","24,847 ","11,355 ","12,726 ","12,497 ","11,816 ","11,738 ","8,657 ","7,779 "
2015/4/18,"4,973 ","12,053 ","22,699 ","56,216 ","20,851 ","12,089 ","9,445 ","3,938 ","2,683 ","11,132 ","1,841 ","3,594 ","10,619 ","7,667 ","13,016 ","7,265 ","7,843 ","4,891 ","8,031 ","3,945 ","6,400 ","7,503 ","1,743 ","25,863 ","3,007 ","13,634 ","10,411 ","13,523 ","17,370 ","17,365 ","8,673 ","31,867 ","20,994 ","30,451 ","28,271 ","5,282 ","33,634 ","23,622 ","22,313 ","19,160 ","17,655 ","177,027 ","40,735 ","22,078 ","18,810 ","30,939 ","37,995 ","29,874 ","22,056 ","9,911 ","29,143 ","6,095 ","5,534 ","16,721 ","7,298 ","3,201 ","2,169 ","10,224 ","9,691 ","6,539 ","41,908 ","15,268 ","6,393 ","17,791 ","12,934 ","28,902 ","41,405 ","34,246 ","22,189 ","26,834 ","81,272 ","17,870 ","36,960 ","40,504 ","26,533 ","59,634 ","16,380 ","16,993 ","11,025 ","9,425 ","7,832 ","33,453 ","12,884 ","10,135 ","4,766 ","22,318 ","15,363 ","14,641 ","15,280 ","9,771 ","10,906 ","4,404 ","2,453 ","4,102 ","7,895 ","8,447 ","9,702 ","12,941 ","20,748 ","24,531 ","10,252 ","10,559 ","11,504 ","9,993 ","10,578 ","7,484 ","7,204 "
2015/4/19,"4,442 ","9,032 ","16,034 ","44,008 ","13,034 ","9,204 ","7,261 ","3,241 ","2,294 ","9,120 ","1,352 ","3,085 ","9,907 ","6,906 ","9,938 ","5,618 ","5,981 ","3,839 ","6,017 ","3,572 ","4,978 ","6,407 ","1,468 ","21,374 ","3,566 ","11,748 ","9,092 ","11,381 ","13,323 ","14,190 ","7,374 ","27,930 ","17,043 ","22,794 ","23,872 ","3,698 ","27,538 ","19,791 ","18,146 ","16,261 ","12,339 ","160,524 ","31,973 ","15,300 ","17,477 ","26,536 ","31,143 ","24,418 ","22,515 ","7,655 ","22,923 ","5,122 ","4,354 ","14,625 ","6,963 ","3,026 ","1,731 ","8,165 ","8,112 ","5,838 ","41,985 ","13,930 ","5,581 ","15,021 ","10,111 ","23,097 ","34,985 ","28,405 ","17,616 ","23,637 ","67,203 ","13,647 ","24,631 ","30,437 ","19,334 ","47,058 ","13,048 ","13,838 ","9,488 ","7,800 ","7,252 ","31,347 ","9,796 ","9,190 ","3,664 ","16,046 ","10,556 ","11,762 ","12,226 ","7,688 ","8,471 ","3,267 ","1,864 ","3,108 ","6,424 ","7,018 ","7,733 ","10,620 ","17,795 ","20,179 ","12,567 ","9,207 ","9,265 ","8,330 ","8,929 ","6,405 ","6,067 "
2015/4/20,"5,741 ","15,359 ","33,406 ","43,094 ","21,335 ","14,713 ","11,189 ","3,796 ","3,047 ","15,395 ","1,897 ","4,540 ","5,099 ","10,080 ","8,873 ","17,397 ","14,790 ","5,361 ","7,678 ","2,885 ","8,104 ","8,289 ","3,342 ","27,460 ","2,010 ","10,109 ","11,848 ","14,819 ","19,899 ","15,709 ","8,554 ","24,631 ","17,783 ","32,599 ","26,350 ","8,668 ","35,116 ","25,190 ","25,039 ","20,027 ","25,220 ","129,639 ","32,163 ","23,373 ","24,083 ","25,479 ","31,668 ","27,577 ","22,382 ","12,549 ","31,562 ","7,273 ","7,160 ","18,489 ","5,209 ","3,579 ","2,988 ","13,566 ","10,085 ","7,636 ","36,722 ","14,912 ","6,635 ","19,898 ","17,711 ","25,393 ","35,473 ","38,416 ","24,651 ","25,840 ","56,585 ","22,374 ","28,244 ","35,716 ","21,059 ","52,671 ","19,820 ","17,649 ","15,838 ","10,479 ","8,207 ","26,537 ","15,122 ","5,942 ","5,865 ","35,564 ","18,376 ","18,229 ","15,849 ","12,983 ","10,614 ","4,167 ","4,030 ","3,836 ","8,440 ","8,196 ","11,106 ","15,943 ","26,388 ","21,314 ","10,667 ","11,828 ","11,581 ","11,153 ","11,049 ","7,945 ","7,211 "
2015/4/21,"5,487 ","15,828 ","34,735 ","44,392 ","23,413 ","15,261 ","11,699 ","3,712 ","3,135 ","16,171 ","1,982 ","4,604 ","5,503 ","10,529 ","9,166 ","18,096 ","15,097 ","5,387 ","7,830 ","2,944 ","8,187 ","8,554 ","3,514 ","28,477 ","2,064 ","10,094 ","11,826 ","15,096 ","20,245 ","15,745 ","8,468 ","24,751 ","17,875 ","32,906 ","27,648 ","8,656 ","35,548 ","25,957 ","25,243 ","20,481 ","25,794 ","125,500 ","33,254 ","23,118 ","24,253 ","25,070 ","32,571 ","28,548 ","22,669 ","13,005 ","31,643 ","7,405 ","7,524 ","19,005 ","5,513 ","3,551 ","3,088 ","13,820 ","10,035 ","7,560 ","34,194 ","14,917 ","6,542 ","20,195 ","18,026 ","26,022 ","35,266 ","39,031 ","24,932 ","25,550 ","57,251 ","23,332 ","28,388 ","36,920 ","23,148 ","52,433 ","20,291 ","17,961 ","16,086 ","10,584 ","8,580 ","22,844 ","15,660 ","5,977 ","6,004 ","37,014 ","18,970 ","18,744 ","16,346 ","13,005 ","10,994 ","4,203 ","4,195 ","4,001 ","8,565 ","8,301 ","11,371 ","15,992 ","27,305 ","21,753 ","10,675 ","11,938 ","11,856 ","11,402 ","11,196 ","7,960 ","7,405 "
2015/4/22,"5,328 ","15,813 ","35,077 ","45,193 ","24,143 ","15,870 ","11,714 ","3,676 ","3,269 ","16,352 ","2,051 ","4,626 ","6,367 ","10,483 ","10,414 ","18,091 ","15,449 ","5,496 ","7,911 ","3,244 ","8,206 ","8,763 ","3,549 ","32,268 ","2,201 ","10,681 ","12,108 ","15,181 ","20,227 ","15,728 ","8,618 ","25,750 ","18,656 ","32,993 ","27,576 ","8,638 ","35,656 ","26,204 ","25,412 ","19,749 ","26,359 ","128,757 ","33,893 ","23,699 ","24,451 ","25,499 ","33,318 ","28,868 ","24,401 ","12,858 ","32,666 ","7,419 ","7,272 ","19,502 ","5,522 ","3,658 ","3,108 ","14,155 ","10,356 ","7,543 ","35,704 ","15,792 ","6,782 ","20,309 ","18,322 ","26,527 ","37,255 ","39,449 ","25,690 ","25,712 ","62,734 ","24,337 ","28,854 ","37,658 ","24,323 ","54,327 ","20,307 ","17,796 ","16,089 ","10,764 ","9,004 ","24,444 ","16,104 ","6,324 ","5,959 ","36,512 ","18,869 ","18,847 ","16,649 ","12,970 ","11,086 ","4,196 ","4,164 ","4,113 ","8,638 ","8,267 ","11,233 ","16,302 ","26,805 ","21,976 ","10,656 ","12,055 ","11,854 ","11,327 ","11,188 ","8,126 ","7,206 "
2015/4/23,"5,269 ","15,728 ","35,058 ","46,424 ","23,422 ","15,345 ","11,732 ","3,712 ","3,094 ","15,747 ","2,032 ","4,575 ","6,835 ","10,286 ","10,218 ","18,240 ","15,010 ","5,442 ","7,859 ","3,109 ","8,301 ","8,660 ","3,472 ","30,689 ","2,180 ","10,927 ","11,676 ","15,155 ","20,138 ","15,860 ","8,401 ","26,859 ","18,722 ","32,820 ","27,579 ","8,618 ","35,574 ","26,175 ","25,353 ","20,314 ","25,168 ","132,814 ","34,826 ","23,865 ","24,599 ","25,907 ","34,431 ","29,558 ","23,525 ","12,979 ","32,298 ","7,235 ","7,412 ","19,342 ","5,685 ","3,653 ","3,100 ","13,976 ","10,349 ","7,665 ","35,864 ","15,752 ","6,634 ","20,448 ","18,235 ","26,113 ","37,074 ","38,857 ","25,241 ","26,143 ","61,979 ","23,440 ","29,031 ","38,061 ","23,764 ","55,734 ","20,047 ","17,611 ","16,239 ","10,766 ","9,031 ","26,505 ","15,490 ","6,329 ","5,584 ","37,222 ","19,214 ","18,646 ","16,565 ","13,105 ","10,937 ","4,316 ","4,263 ","3,952 ","8,428 ","8,141 ","11,570 ","15,858 ","27,034 ","22,317 ","10,808 ","11,937 ","11,930 ","11,217 ","11,244 ","8,135 ","7,301 "
2015/4/24,"5,773 ","16,824 ","37,777 ","53,544 ","24,909 ","16,185 ","12,404 ","3,920 ","3,165 ","16,374 ","2,110 ","4,739 ","7,443 ","10,590 ","12,496 ","18,468 ","15,831 ","6,095 ","8,296 ","3,349 ","8,494 ","9,472 ","3,578 ","32,235 ","2,355 ","11,556 ","12,726 ","16,321 ","21,168 ","17,303 ","9,209 ","30,018 ","21,079 ","35,284 ","30,567 ","8,825 ","37,841 ","27,941 ","26,793 ","21,356 ","26,334 ","169,335 ","39,696 ","25,321 ","25,961 ","27,870 ","37,937 ","32,023 ","24,897 ","13,703 ","33,615 ","7,663 ","7,601 ","20,267 ","6,608 ","3,737 ","3,167 ","14,146 ","10,782 ","7,867 ","38,612 ","17,467 ","7,217 ","21,637 ","18,535 ","29,184 ","42,601 ","41,345 ","26,593 ","27,457 ","75,400 ","25,488 ","31,507 ","43,840 ","26,700 ","65,170 ","21,443 ","19,244 ","16,895 ","11,651 ","9,698 ","30,641 ","17,134 ","7,088 ","6,394 ","39,012 ","23,662 ","20,019 ","18,494 ","13,446 ","12,194 ","4,542 ","4,383 ","4,172 ","8,798 ","9,052 ","11,563 ","17,165 ","29,113 ","24,948 ","11,656 ","12,815 ","12,714 ","11,773 ","11,783 ","8,524 ","7,759 "
2015/4/25,"4,583 ","12,255 ","24,529 ","57,581 ","19,176 ","12,154 ","9,741 ","3,779 ","2,716 ","11,513 ","1,827 ","4,985 ","11,204 ","9,013 ","13,667 ","7,140 ","7,755 ","5,177 ","8,034 ","4,372 ","6,488 ","7,532 ","1,789 ","19,835 ","2,499 ","16,622 ","10,620 ","13,389 ","17,345 ","16,023 ","8,820 ","37,728 ","22,986 ","31,177 ","29,491 ","5,305 ","33,032 ","23,785 ","21,954 ","19,320 ","16,474 ","175,505 ","42,254 ","22,314 ","19,107 ","30,130 ","41,379 ","32,197 ","23,309 ","10,445 ","28,676 ","6,330 ","6,653 ","17,744 ","8,498 ","3,740 ","2,208 ","10,296 ","9,833 ","7,149 ","47,401 ","19,922 ","6,932 ","18,301 ","13,529 ","29,505 ","42,180 ","35,236 ","22,565 ","27,617 ","92,049 ","18,822 ","28,790 ","42,242 ","26,775 ","61,437 ","16,105 ","17,094 ","10,553 ","9,120 ","9,623 ","32,824 ","13,079 ","11,204 ","5,293 ","22,934 ","16,228 ","16,083 ","18,211 ","9,866 ","12,612 ","4,447 ","2,274 ","3,586 ","7,787 ","8,911 ","9,636 ","13,480 ","22,724 ","25,095 ","10,671 ","11,131 ","11,576 ","10,015 ","11,059 ","7,653 ","7,223 "
2015/4/26,"4,764 ","9,744 ","17,516 ","45,557 ","14,743 ","9,915 ","7,560 ","3,319 ","2,379 ","9,941 ","1,461 ","3,987 ","11,935 ","7,752 ","11,639 ","5,684 ","6,294 ","4,300 ","6,357 ","5,236 ","5,451 ","6,392 ","1,663 ","15,720 ","2,200 ","13,194 ","8,970 ","11,436 ","13,917 ","13,248 ","7,654 ","29,732 ","17,902 ","24,402 ","26,028 ","4,684 ","28,291 ","20,365 ","18,472 ","16,421 ","12,366 ","163,528 ","33,967 ","15,720 ","16,938 ","27,234 ","34,669 ","26,192 ","23,351 ","7,825 ","23,977 ","5,283 ","5,135 ","15,232 ","7,351 ","2,865 ","1,685 ","8,834 ","8,239 ","6,365 ","44,849 ","19,875 ","6,149 ","16,091 ","11,219 ","24,340 ","38,816 ","29,852 ","19,203 ","24,761 ","75,347 ","14,995 ","23,199 ","31,552 ","20,268 ","48,051 ","13,070 ","13,726 ","9,360 ","7,779 ","8,289 ","28,822 ","10,273 ","10,716 ","3,842 ","16,251 ","14,868 ","12,485 ","14,176 ","8,839 ","9,160 ","3,465 ","1,939 ","2,934 ","6,173 ","7,360 ","7,823 ","10,490 ","17,351 ","20,953 ","8,737 ","9,379 ","9,863 ","8,541 ","9,289 ","6,593 ","6,473 "
2015/4/27,"5,339 ","15,228 ","33,839 ","43,440 ","22,523 ","14,593 ","11,426 ","3,624 ","3,055 ","15,200 ","1,958 ","4,476 ","5,978 ","10,670 ","9,392 ","17,145 ","14,653 ","5,508 ","7,722 ","3,132 ","8,235 ","8,234 ","3,465 ","27,866 ","2,038 ","10,487 ","11,692 ","14,691 ","19,848 ","15,548 ","8,204 ","26,165 ","17,882 ","32,510 ","26,746 ","8,466 ","34,927 ","25,084 ","24,837 ","19,821 ","25,232 ","132,051 ","32,485 ","23,551 ","23,892 ","24,373 ","33,243 ","27,711 ","22,343 ","12,554 ","31,942 ","6,947 ","7,216 ","18,495 ","5,193 ","3,522 ","3,051 ","13,623 ","10,198 ","7,655 ","36,742 ","16,173 ","6,811 ","20,192 ","17,714 ","25,945 ","36,766 ","38,605 ","24,886 ","25,732 ","59,875 ","21,934 ","27,864 ","36,026 ","21,566 ","52,726 ","19,212 ","17,372 ","15,775 ","10,521 ","8,950 ","24,443 ","14,951 ","6,153 ","5,973 ","35,610 ","18,058 ","18,507 ","16,090 ","13,271 ","11,082 ","4,085 ","4,040 ","3,858 ","8,140 ","7,972 ","10,798 ","15,785 ","26,922 ","20,995 ","10,608 ","11,926 ","11,638 ","10,939 ","10,968 ","7,893 ","7,087 "
2015/4/28,"5,223 ","15,733 ","35,410 ","44,971 ","23,274 ","15,129 ","11,506 ","3,684 ","3,054 ","16,052 ","2,066 ","4,519 ","7,375 ","10,523 ","9,661 ","18,070 ","15,203 ","5,421 ","7,843 ","3,007 ","8,380 ","8,345 ","3,561 ","31,647 ","2,137 ","10,529 ","11,755 ","15,154 ","20,136 ","15,941 ","8,347 ","25,590 ","18,424 ","32,601 ","27,693 ","8,903 ","35,099 ","25,753 ","25,297 ","19,965 ","26,588 ","130,451 ","34,191 ","23,621 ","24,018 ","25,575 ","33,503 ","29,013 ","23,199 ","12,904 ","31,897 ","7,164 ","7,515 ","19,112 ","5,498 ","3,637 ","3,034 ","13,871 ","10,133 ","7,863 ","35,139 ","15,883 ","6,574 ","20,088 ","18,136 ","26,400 ","37,119 ","38,818 ","24,801 ","25,135 ","60,025 ","23,141 ","28,427 ","37,451 ","22,071 ","53,795 ","19,916 ","17,350 ","16,107 ","10,825 ","8,900 ","24,527 ","15,469 ","6,452 ","6,023 ","36,194 ","24,067 ","18,980 ","16,969 ","13,542 ","11,475 ","4,198 ","4,142 ","3,919 ","8,652 ","8,259 ","11,168 ","16,271 ","26,644 ","21,842 ","10,751 ","11,957 ","11,631 ","11,108 ","11,062 ","7,949 ","7,256 "
2015/4/29,"5,590 ","16,244 ","36,122 ","46,767 ","23,333 ","15,702 ","11,751 ","3,682 ","3,117 ","16,035 ","2,004 ","4,602 ","6,995 ","10,712 ","9,808 ","18,271 ","15,246 ","5,501 ","7,800 ","3,331 ","8,411 ","8,461 ","3,583 ","32,713 ","2,115 ","10,567 ","12,081 ","15,151 ","20,465 ","16,007 ","8,550 ","26,544 ","18,786 ","33,260 ","28,098 ","8,871 ","35,326 ","26,181 ","25,102 ","20,181 ","26,223 ","133,465 ","36,040 ","24,338 ","24,587 ","25,884 ","34,483 ","29,819 ","24,903 ","12,876 ","32,391 ","7,258 ","7,374 ","19,331 ","5,542 ","3,720 ","3,028 ","14,206 ","10,358 ","7,752 ","36,217 ","16,561 ","6,718 ","20,319 ","18,113 ","26,204 ","37,486 ","39,507 ","25,526 ","25,859 ","61,885 ","24,591 ","30,146 ","39,240 ","23,156 ","54,395 ","20,301 ","17,889 ","16,059 ","10,652 ","9,048 ","25,222 ","16,086 ","6,782 ","6,007 ","37,298 ","19,229 ","19,070 ","16,853 ","13,450 ","11,480 ","4,277 ","4,233 ","3,953 ","8,424 ","8,422 ","11,126 ","16,692 ","27,414 ","22,882 ","10,756 ","12,154 ","11,805 ","11,375 ","11,023 ","8,118 ","7,351 "
2015/4/30,"6,136 ","16,558 ","37,838 ","52,554 ","23,857 ","15,609 ","12,151 ","3,721 ","3,017 ","15,531 ","2,075 ","4,583 ","7,577 ","10,869 ","10,541 ","18,199 ","15,155 ","5,509 ","7,859 ","3,163 ","8,363 ","8,649 ","3,620 ","31,692 ","2,364 ","11,177 ","11,713 ","15,520 ","20,612 ","16,485 ","8,799 ","27,493 ","19,575 ","33,638 ","28,975 ","9,047 ","35,903 ","26,352 ","25,399 ","20,241 ","26,083 ","154,267 ","39,132 ","24,667 ","25,641 ","26,420 ","37,182 ","31,425 ","25,391 ","12,998 ","32,332 ","7,401 ","7,438 ","19,474 ","5,969 ","3,634 ","3,004 ","13,880 ","10,351 ","7,710 ","38,409 ","16,758 ","6,583 ","20,330 ","18,226 ","27,193 ","39,501 ","39,699 ","25,929 ","26,857 ","67,522 ","24,506 ","31,353 ","42,052 ","23,899 ","59,397 ","20,653 ","18,297 ","16,408 ","10,991 ","9,271 ","30,224 ","16,529 ","6,874 ","6,086 ","38,757 ","19,549 ","19,507 ","17,641 ","13,586 ","11,202 ","4,365 ","4,230 ","4,067 ","8,501 ","8,460 ","11,664 ","16,762 ","28,590 ","24,292 ","10,783 ","12,211 ","11,964 ","11,310 ","11,268 ","8,156 ","7,373 "
